target,source,dataset,model,method,seed,ap,precision_at_5,recall_at_5
random,permuted,bank_marketing,hgb,lime,1,0.3733333333333333,0.4,0.4
random,constant,bank_marketing,hgb,lime,1,0.3125,0.2,0.2
random,oracle,bank_marketing,hgb,lime,1,1.0,1.0,1.0
self_top5,real,bank_marketing,hgb,lime,1,1.0,1.0,1.0
self_top5,random,bank_marketing,hgb,lime,1,0.4435897435897436,0.4,0.4
self_top5,permuted,bank_marketing,hgb,lime,1,0.2663003663003663,0.0,0.0
self_top5,constant,bank_marketing,hgb,lime,1,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,hgb,lime,1,1.0,1.0,1.0
loso_top5,real,bank_marketing,hgb,lime,1,1.0,1.0,1.0
loso_top5,random,bank_marketing,hgb,lime,1,0.4435897435897436,0.4,0.4
loso_top5,permuted,bank_marketing,hgb,lime,1,0.2663003663003663,0.0,0.0
loso_top5,constant,bank_marketing,hgb,lime,1,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,hgb,lime,1,1.0,1.0,1.0
positional,real,bank_marketing,hgb,lime,2,0.27683982683982683,0.2,0.2
positional,random,bank_marketing,hgb,lime,2,0.41939393939393943,0.4,0.4
positional,permuted,bank_marketing,hgb,lime,2,0.27706876456876456,0.2,0.2
positional,constant,bank_marketing,hgb,lime,2,0.3125,1.0,1.0
positional,oracle,bank_marketing,hgb,lime,2,1.0,1.0,1.0
random,real,bank_marketing,hgb,lime,2,0.3376984126984127,0.2,0.2
random,random,bank_marketing,hgb,lime,2,0.24532051282051284,0.2,0.2
random,permuted,bank_marketing,hgb,lime,2,0.4552380952380952,0.2,0.2
random,constant,bank_marketing,hgb,lime,2,0.3125,0.2,0.2
random,oracle,bank_marketing,hgb,lime,2,1.0,1.0,1.0
self_top5,real,bank_marketing,hgb,lime,2,1.0,1.0,1.0
self_top5,random,bank_marketing,hgb,lime,2,0.6302564102564103,0.6,0.6
self_top5,permuted,bank_marketing,hgb,lime,2,0.35835497835497837,0.4,0.4
self_top5,constant,bank_marketing,hgb,lime,2,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,hgb,lime,2,1.0,1.0,1.0
loso_top5,real,bank_marketing,hgb,lime,2,1.0,1.0,1.0
loso_top5,random,bank_marketing,hgb,lime,2,0.6302564102564103,0.6,0.6
loso_top5,permuted,bank_marketing,hgb,lime,2,0.35835497835497837,0.4,0.4
loso_top5,constant,bank_marketing,hgb,lime,2,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,hgb,lime,2,1.0,1.0,1.0
positional,real,bank_marketing,hgb,lime,3,0.27683982683982683,0.2,0.2
positional,random,bank_marketing,hgb,lime,3,0.3541558441558441,0.2,0.2
positional,permuted,bank_marketing,hgb,lime,3,0.4960606060606061,0.4,0.4
positional,constant,bank_marketing,hgb,lime,3,0.3125,1.0,1.0
positional,oracle,bank_marketing,hgb,lime,3,1.0,1.0,1.0
random,real,bank_marketing,hgb,lime,3,0.33904761904761904,0.2,0.2
random,random,bank_marketing,hgb,lime,3,0.8261904761904763,0.6,0.6
random,permuted,bank_marketing,hgb,lime,3,0.49678571428571433,0.6,0.6
random,constant,bank_marketing,hgb,lime,3,0.3125,0.2,0.2
random,oracle,bank_marketing,hgb,lime,3,1.0,1.0,1.0
self_top5,real,bank_marketing,hgb,lime,3,1.0,1.0,1.0
self_top5,random,bank_marketing,hgb,lime,3,0.35037878787878785,0.4,0.4
self_top5,permuted,bank_marketing,hgb,lime,3,0.25916666666666666,0.0,0.0
self_top5,constant,bank_marketing,hgb,lime,3,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,hgb,lime,3,1.0,1.0,1.0
loso_top5,real,bank_marketing,hgb,lime,3,1.0,1.0,1.0
loso_top5,random,bank_marketing,hgb,lime,3,0.35037878787878785,0.4,0.4
loso_top5,permuted,bank_marketing,hgb,lime,3,0.25916666666666666,0.0,0.0
loso_top5,constant,bank_marketing,hgb,lime,3,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,hgb,lime,3,1.0,1.0,1.0
positional,real,bank_marketing,hgb,lime,4,0.2586904761904762,0.2,0.2
positional,random,bank_marketing,hgb,lime,4,0.22362554112554114,0.0,0.0
positional,permuted,bank_marketing,hgb,lime,4,0.31987012987012986,0.2,0.2
positional,constant,bank_marketing,hgb,lime,4,0.3125,1.0,1.0
positional,oracle,bank_marketing,hgb,lime,4,1.0,1.0,1.0
random,real,bank_marketing,hgb,lime,4,0.32416666666666666,0.2,0.2
random,random,bank_marketing,hgb,lime,4,0.31666666666666665,0.2,0.2
random,permuted,bank_marketing,hgb,lime,4,0.21532051282051284,0.0,0.0
random,constant,bank_marketing,hgb,lime,4,0.3125,0.2,0.2
random,oracle,bank_marketing,hgb,lime,4,1.0,1.0,1.0
self_top5,real,bank_marketing,hgb,lime,4,1.0,1.0,1.0
self_top5,random,bank_marketing,hgb,lime,4,0.3893040293040293,0.4,0.4
self_top5,permuted,bank_marketing,hgb,lime,4,0.47835497835497837,0.4,0.4
self_top5,constant,bank_marketing,hgb,lime,4,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,hgb,lime,4,1.0,1.0,1.0
loso_top5,real,bank_marketing,hgb,lime,4,1.0,1.0,1.0
loso_top5,random,bank_marketing,hgb,lime,4,0.3893040293040293,0.4,0.4
loso_top5,permuted,bank_marketing,hgb,lime,4,0.47835497835497837,0.4,0.4
loso_top5,constant,bank_marketing,hgb,lime,4,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,hgb,lime,4,1.0,1.0,1.0
positional,real,bank_marketing,mlp,ig,0,0.45820512820512826,0.4,0.4
positional,random,bank_marketing,mlp,ig,0,0.3884415584415584,0.4,0.4
positional,permuted,bank_marketing,mlp,ig,0,0.4158333333333333,0.6,0.6
positional,constant,bank_marketing,mlp,ig,0,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,ig,0,1.0,1.0,1.0
random,real,bank_marketing,mlp,ig,0,0.6676190476190477,0.6,0.6
random,random,bank_marketing,mlp,ig,0,0.6592857142857143,0.6,0.6
random,permuted,bank_marketing,mlp,ig,0,0.24869047619047618,0.2,0.2
random,constant,bank_marketing,mlp,ig,0,0.3125,0.4,0.4
random,oracle,bank_marketing,mlp,ig,0,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,ig,0,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,ig,0,0.3146428571428571,0.2,0.2
self_top5,permuted,bank_marketing,mlp,ig,0,0.39583333333333337,0.4,0.4
self_top5,constant,bank_marketing,mlp,ig,0,0.3125,0.4,0.4
self_top5,oracle,bank_marketing,mlp,ig,0,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,ig,0,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,ig,0,0.3146428571428571,0.2,0.2
loso_top5,permuted,bank_marketing,mlp,ig,0,0.39583333333333337,0.4,0.4
loso_top5,constant,bank_marketing,mlp,ig,0,0.3125,0.4,0.4
loso_top5,oracle,bank_marketing,mlp,ig,0,1.0,1.0,1.0
positional,real,bank_marketing,mlp,ig,1,0.5105555555555555,0.4,0.4
positional,random,bank_marketing,mlp,ig,1,0.34025641025641024,0.2,0.2
positional,permuted,bank_marketing,mlp,ig,1,0.3597619047619047,0.2,0.2
positional,constant,bank_marketing,mlp,ig,1,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,ig,1,1.0,1.0,1.0
random,real,bank_marketing,mlp,ig,1,0.6047619047619047,0.6,0.6
random,random,bank_marketing,mlp,ig,1,0.5009523809523809,0.6,0.6
random,permuted,bank_marketing,mlp,ig,1,0.3548717948717949,0.2,0.2
random,constant,bank_marketing,mlp,ig,1,0.3125,0.4,0.4
random,oracle,bank_marketing,mlp,ig,1,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,ig,1,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,ig,1,0.7166666666666666,0.6,0.6
self_top5,permuted,bank_marketing,mlp,ig,1,0.3493040293040293,0.2,0.2
self_top5,constant,bank_marketing,mlp,ig,1,0.3125,0.4,0.4
self_top5,oracle,bank_marketing,mlp,ig,1,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,ig,1,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,ig,1,0.7166666666666666,0.6,0.6
loso_top5,permuted,bank_marketing,mlp,ig,1,0.3493040293040293,0.2,0.2
loso_top5,constant,bank_marketing,mlp,ig,1,0.3125,0.4,0.4
loso_top5,oracle,bank_marketing,mlp,ig,1,1.0,1.0,1.0
positional,real,bank_marketing,mlp,ig,2,0.47333333333333333,0.4,0.4
positional,random,bank_marketing,mlp,ig,2,0.3853479853479853,0.4,0.4
positional,permuted,bank_marketing,mlp,ig,2,0.525974025974026,0.4,0.4
positional,constant,bank_marketing,mlp,ig,2,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,ig,2,1.0,1.0,1.0
random,real,bank_marketing,mlp,ig,2,0.602983682983683,0.6,0.6
random,random,bank_marketing,mlp,ig,2,0.512967032967033,0.4,0.4
random,permuted,bank_marketing,mlp,ig,2,0.5291666666666667,0.4,0.4
random,constant,bank_marketing,mlp,ig,2,0.3125,0.4,0.4
random,oracle,bank_marketing,mlp,ig,2,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,ig,2,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,ig,2,0.41440781440781443,0.2,0.2
self_top5,permuted,bank_marketing,mlp,ig,2,0.5472222222222222,0.4,0.4
self_top5,constant,bank_marketing,mlp,ig,2,0.3125,0.4,0.4
self_top5,oracle,bank_marketing,mlp,ig,2,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,ig,2,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,ig,2,0.41440781440781443,0.2,0.2
loso_top5,permuted,bank_marketing,mlp,ig,2,0.5472222222222222,0.4,0.4
loso_top5,constant,bank_marketing,mlp,ig,2,0.3125,0.4,0.4
loso_top5,oracle,bank_marketing,mlp,ig,2,1.0,1.0,1.0
positional,real,bank_marketing,mlp,ig,3,0.47880952380952385,0.4,0.4
positional,random,bank_marketing,mlp,ig,3,0.26848290598290603,0.2,0.2
positional,permuted,bank_marketing,mlp,ig,3,0.3382034632034632,0.2,0.2
positional,constant,bank_marketing,mlp,ig,3,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,ig,3,1.0,1.0,1.0
random,real,bank_marketing,mlp,ig,3,0.6331313131313131,0.6,0.6
random,random,bank_marketing,mlp,ig,3,0.389459706959707,0.2,0.2
random,permuted,bank_marketing,mlp,ig,3,0.2907051282051282,0.2,0.2
random,constant,bank_marketing,mlp,ig,3,0.3125,0.4,0.4
random,oracle,bank_marketing,mlp,ig,3,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,ig,3,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,ig,3,0.31913003663003664,0.2,0.2
self_top5,permuted,bank_marketing,mlp,ig,3,0.4602564102564103,0.2,0.2
self_top5,constant,bank_marketing,mlp,ig,3,0.3125,0.4,0.4
self_top5,oracle,bank_marketing,mlp,ig,3,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,ig,3,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,ig,3,0.31913003663003664,0.2,0.2
loso_top5,permuted,bank_marketing,mlp,ig,3,0.4602564102564103,0.2,0.2
loso_top5,constant,bank_marketing,mlp,ig,3,0.3125,0.4,0.4
loso_top5,oracle,bank_marketing,mlp,ig,3,1.0,1.0,1.0
positional,real,bank_marketing,mlp,ig,4,0.4980952380952381,0.4,0.4
positional,random,bank_marketing,mlp,ig,4,0.3619047619047619,0.2,0.2
positional,permuted,bank_marketing,mlp,ig,4,0.44916666666666666,0.2,0.2
positional,constant,bank_marketing,mlp,ig,4,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,ig,4,1.0,1.0,1.0
random,real,bank_marketing,mlp,ig,4,0.6251948051948052,0.6,0.6
random,random,bank_marketing,mlp,ig,4,0.5722222222222222,0.6,0.6
random,permuted,bank_marketing,mlp,ig,4,0.618095238095238,0.4,0.4
random,constant,bank_marketing,mlp,ig,4,0.3125,0.4,0.4
random,oracle,bank_marketing,mlp,ig,4,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,ig,4,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,ig,4,0.40424242424242424,0.2,0.2
self_top5,permuted,bank_marketing,mlp,ig,4,0.44963369963369965,0.2,0.2
self_top5,constant,bank_marketing,mlp,ig,4,0.3125,0.4,0.4
self_top5,oracle,bank_marketing,mlp,ig,4,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,ig,4,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,ig,4,0.40424242424242424,0.2,0.2
loso_top5,permuted,bank_marketing,mlp,ig,4,0.44963369963369965,0.2,0.2
loso_top5,constant,bank_marketing,mlp,ig,4,0.3125,0.4,0.4
loso_top5,oracle,bank_marketing,mlp,ig,4,1.0,1.0,1.0
positional,real,bank_marketing,mlp,lime,0,0.389459706959707,0.2,0.2
positional,random,bank_marketing,mlp,lime,0,0.35376984126984123,0.2,0.2
positional,permuted,bank_marketing,mlp,lime,0,0.46630952380952384,0.4,0.4
positional,constant,bank_marketing,mlp,lime,0,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,lime,0,1.0,1.0,1.0
random,real,bank_marketing,mlp,lime,0,0.26017316017316017,0.2,0.2
random,random,bank_marketing,mlp,lime,0,0.4209090909090909,0.4,0.4
random,permuted,bank_marketing,mlp,lime,0,0.4793650793650794,0.4,0.4
random,constant,bank_marketing,mlp,lime,0,0.3125,0.4,0.4
random,oracle,bank_marketing,mlp,lime,0,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,lime,0,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,lime,0,0.28246336996336996,0.2,0.2
self_top5,permuted,bank_marketing,mlp,lime,0,0.7209090909090909,0.6,0.6
self_top5,constant,bank_marketing,mlp,lime,0,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,mlp,lime,0,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,lime,0,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,lime,0,0.28246336996336996,0.2,0.2
loso_top5,permuted,bank_marketing,mlp,lime,0,0.7209090909090909,0.6,0.6
loso_top5,constant,bank_marketing,mlp,lime,0,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,mlp,lime,0,1.0,1.0,1.0
positional,real,bank_marketing,mlp,lime,1,0.389459706959707,0.2,0.2
positional,random,bank_marketing,mlp,lime,1,0.2896717171717172,0.2,0.2
positional,permuted,bank_marketing,mlp,lime,1,0.24335497835497835,0.0,0.0
positional,constant,bank_marketing,mlp,lime,1,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,lime,1,1.0,1.0,1.0
random,real,bank_marketing,mlp,lime,1,0.28989343989343985,0.2,0.2
random,random,bank_marketing,mlp,lime,1,0.4529761904761905,0.2,0.2
random,permuted,bank_marketing,mlp,lime,1,0.39722222222222225,0.4,0.4
random,constant,bank_marketing,mlp,lime,1,0.3125,0.4,0.4
random,oracle,bank_marketing,mlp,lime,1,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,lime,1,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,lime,1,0.45976190476190476,0.4,0.4
self_top5,permuted,bank_marketing,mlp,lime,1,0.5496503496503498,0.4,0.4
self_top5,constant,bank_marketing,mlp,lime,1,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,mlp,lime,1,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,lime,1,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,lime,1,0.45976190476190476,0.4,0.4
loso_top5,permuted,bank_marketing,mlp,lime,1,0.5496503496503498,0.4,0.4
loso_top5,constant,bank_marketing,mlp,lime,1,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,mlp,lime,1,1.0,1.0,1.0
positional,real,bank_marketing,mlp,lime,2,0.39202380952380955,0.2,0.2
positional,random,bank_marketing,mlp,lime,2,0.375,0.4,0.4
positional,permuted,bank_marketing,mlp,lime,2,0.29502164502164496,0.2,0.2
positional,constant,bank_marketing,mlp,lime,2,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,lime,2,1.0,1.0,1.0
random,real,bank_marketing,mlp,lime,2,0.3338095238095238,0.2,0.2
random,random,bank_marketing,mlp,lime,2,0.26313519813519815,0.0,0.0
random,permuted,bank_marketing,mlp,lime,2,0.62,0.6,0.6
random,constant,bank_marketing,mlp,lime,2,0.3125,0.4,0.4
random,oracle,bank_marketing,mlp,lime,2,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,lime,2,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,lime,2,0.30677655677655674,0.2,0.2
self_top5,permuted,bank_marketing,mlp,lime,2,0.27300505050505053,0.0,0.0
self_top5,constant,bank_marketing,mlp,lime,2,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,mlp,lime,2,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,lime,2,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,lime,2,0.30677655677655674,0.2,0.2
loso_top5,permuted,bank_marketing,mlp,lime,2,0.27300505050505053,0.0,0.0
loso_top5,constant,bank_marketing,mlp,lime,2,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,mlp,lime,2,1.0,1.0,1.0
positional,real,bank_marketing,mlp,lime,3,0.25612637362637364,0.2,0.2
positional,random,bank_marketing,mlp,lime,3,0.5333333333333333,0.4,0.4
positional,permuted,bank_marketing,mlp,lime,3,0.6282051282051282,0.4,0.4
positional,constant,bank_marketing,mlp,lime,3,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,lime,3,1.0,1.0,1.0
random,real,bank_marketing,mlp,lime,3,0.2804761904761905,0.2,0.2
random,random,bank_marketing,mlp,lime,3,0.48416666666666663,0.2,0.2
random,permuted,bank_marketing,mlp,lime,3,0.3021603396603397,0.2,0.2
random,constant,bank_marketing,mlp,lime,3,0.3125,0.4,0.4
random,oracle,bank_marketing,mlp,lime,3,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,lime,3,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,lime,3,0.44358974358974357,0.6,0.6
self_top5,permuted,bank_marketing,mlp,lime,3,0.5064285714285715,0.4,0.4
self_top5,constant,bank_marketing,mlp,lime,3,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,mlp,lime,3,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,lime,3,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,lime,3,0.44358974358974357,0.6,0.6
loso_top5,permuted,bank_marketing,mlp,lime,3,0.5064285714285715,0.4,0.4
loso_top5,constant,bank_marketing,mlp,lime,3,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,mlp,lime,3,1.0,1.0,1.0
positional,real,bank_marketing,mlp,lime,4,0.26198717948717953,0.2,0.2
positional,random,bank_marketing,mlp,lime,4,0.4079365079365079,0.2,0.2
positional,permuted,bank_marketing,mlp,lime,4,0.41055555555555556,0.4,0.4
positional,constant,bank_marketing,mlp,lime,4,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,lime,4,1.0,1.0,1.0
random,real,bank_marketing,mlp,lime,4,0.2737121212121212,0.2,0.2
random,random,bank_marketing,mlp,lime,4,0.2567279942279942,0.0,0.0
random,permuted,bank_marketing,mlp,lime,4,0.6130952380952381,0.4,0.4
random,constant,bank_marketing,mlp,lime,4,0.3125,0.4,0.4
random,oracle,bank_marketing,mlp,lime,4,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,lime,4,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,lime,4,0.35583333333333333,0.4,0.4
self_top5,permuted,bank_marketing,mlp,lime,4,0.2364105339105339,0.0,0.0
self_top5,constant,bank_marketing,mlp,lime,4,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,mlp,lime,4,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,lime,4,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,lime,4,0.35583333333333333,0.4,0.4
loso_top5,permuted,bank_marketing,mlp,lime,4,0.2364105339105339,0.0,0.0
loso_top5,constant,bank_marketing,mlp,lime,4,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,mlp,lime,4,1.0,1.0,1.0
positional,real,bank_marketing,mlp,kshap,0,0.445021645021645,0.2,0.2
positional,random,bank_marketing,mlp,kshap,0,0.3519230769230769,0.2,0.2
positional,permuted,bank_marketing,mlp,kshap,0,0.42820512820512824,0.4,0.4
positional,constant,bank_marketing,mlp,kshap,0,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,kshap,0,1.0,1.0,1.0
random,real,bank_marketing,mlp,kshap,0,0.25835497835497834,0.2,0.2
random,random,bank_marketing,mlp,kshap,0,0.3985897435897436,0.4,0.4
random,permuted,bank_marketing,mlp,kshap,0,0.33298368298368297,0.2,0.2
random,constant,bank_marketing,mlp,kshap,0,0.3125,0.6,0.6
random,oracle,bank_marketing,mlp,kshap,0,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,kshap,0,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,kshap,0,0.2615873015873016,0.0,0.0
self_top5,permuted,bank_marketing,mlp,kshap,0,0.7742424242424242,0.6,0.6
self_top5,constant,bank_marketing,mlp,kshap,0,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,mlp,kshap,0,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,kshap,0,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,kshap,0,0.2615873015873016,0.0,0.0
loso_top5,permuted,bank_marketing,mlp,kshap,0,0.7742424242424242,0.6,0.6
loso_top5,constant,bank_marketing,mlp,kshap,0,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,mlp,kshap,0,1.0,1.0,1.0
positional,real,bank_marketing,mlp,kshap,1,0.4608225108225108,0.2,0.2
positional,random,bank_marketing,mlp,kshap,1,0.32058608058608057,0.2,0.2
positional,permuted,bank_marketing,mlp,kshap,1,0.2741883116883117,0.2,0.2
positional,constant,bank_marketing,mlp,kshap,1,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,kshap,1,1.0,1.0,1.0
random,real,bank_marketing,mlp,kshap,1,0.2886002886002886,0.2,0.2
random,random,bank_marketing,mlp,kshap,1,0.27153846153846156,0.0,0.0
random,permuted,bank_marketing,mlp,kshap,1,0.22413003663003664,0.0,0.0
random,constant,bank_marketing,mlp,kshap,1,0.3125,0.6,0.6
random,oracle,bank_marketing,mlp,kshap,1,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,kshap,1,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,kshap,1,0.3658225108225108,0.4,0.4
self_top5,permuted,bank_marketing,mlp,kshap,1,0.3278787878787879,0.2,0.2
self_top5,constant,bank_marketing,mlp,kshap,1,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,mlp,kshap,1,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,kshap,1,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,kshap,1,0.3658225108225108,0.4,0.4
loso_top5,permuted,bank_marketing,mlp,kshap,1,0.3278787878787879,0.2,0.2
loso_top5,constant,bank_marketing,mlp,kshap,1,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,mlp,kshap,1,1.0,1.0,1.0
positional,real,bank_marketing,mlp,kshap,2,0.4401098901098901,0.2,0.2
positional,random,bank_marketing,mlp,kshap,2,0.513095238095238,0.4,0.4
positional,permuted,bank_marketing,mlp,kshap,2,0.39583333333333337,0.4,0.4
positional,constant,bank_marketing,mlp,kshap,2,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,kshap,2,1.0,1.0,1.0
random,real,bank_marketing,mlp,kshap,2,0.27296703296703295,0.2,0.2
random,random,bank_marketing,mlp,kshap,2,0.43916666666666665,0.2,0.2
random,permuted,bank_marketing,mlp,kshap,2,0.5977777777777777,0.6,0.6
random,constant,bank_marketing,mlp,kshap,2,0.3125,0.6,0.6
random,oracle,bank_marketing,mlp,kshap,2,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,kshap,2,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,kshap,2,0.24216033966033967,0.2,0.2
self_top5,permuted,bank_marketing,mlp,kshap,2,0.5371031746031747,0.4,0.4
self_top5,constant,bank_marketing,mlp,kshap,2,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,mlp,kshap,2,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,kshap,2,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,kshap,2,0.24216033966033967,0.2,0.2
loso_top5,permuted,bank_marketing,mlp,kshap,2,0.5371031746031747,0.4,0.4
loso_top5,constant,bank_marketing,mlp,kshap,2,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,mlp,kshap,2,1.0,1.0,1.0
positional,real,bank_marketing,mlp,kshap,3,0.4497835497835498,0.2,0.2
positional,random,bank_marketing,mlp,kshap,3,0.46904761904761905,0.4,0.4
positional,permuted,bank_marketing,mlp,kshap,3,0.37037878787878786,0.4,0.4
positional,constant,bank_marketing,mlp,kshap,3,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,kshap,3,1.0,1.0,1.0
random,real,bank_marketing,mlp,kshap,3,0.27264069264069263,0.2,0.2
random,random,bank_marketing,mlp,kshap,3,0.37722222222222224,0.4,0.4
random,permuted,bank_marketing,mlp,kshap,3,0.32522727272727275,0.4,0.4
random,constant,bank_marketing,mlp,kshap,3,0.3125,0.6,0.6
random,oracle,bank_marketing,mlp,kshap,3,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,kshap,3,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,kshap,3,0.27572677322677325,0.2,0.2
self_top5,permuted,bank_marketing,mlp,kshap,3,0.43820512820512825,0.2,0.2
self_top5,constant,bank_marketing,mlp,kshap,3,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,mlp,kshap,3,1.0,1.0,1.0
loso_top5,real,bank_marketing,mlp,kshap,3,1.0,1.0,1.0
loso_top5,random,bank_marketing,mlp,kshap,3,0.27572677322677325,0.2,0.2
loso_top5,permuted,bank_marketing,mlp,kshap,3,0.43820512820512825,0.2,0.2
loso_top5,constant,bank_marketing,mlp,kshap,3,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,mlp,kshap,3,1.0,1.0,1.0
positional,real,bank_marketing,mlp,kshap,4,0.49246031746031743,0.2,0.2
positional,random,bank_marketing,mlp,kshap,4,0.42103174603174603,0.2,0.2
positional,permuted,bank_marketing,mlp,kshap,4,0.6099567099567099,0.4,0.4
positional,constant,bank_marketing,mlp,kshap,4,0.3125,1.0,1.0
positional,oracle,bank_marketing,mlp,kshap,4,1.0,1.0,1.0
random,real,bank_marketing,mlp,kshap,4,0.30142857142857143,0.0,0.0
random,random,bank_marketing,mlp,kshap,4,0.3458333333333333,0.2,0.2
random,permuted,bank_marketing,mlp,kshap,4,0.4857142857142857,0.4,0.4
random,constant,bank_marketing,mlp,kshap,4,0.3125,0.6,0.6
random,oracle,bank_marketing,mlp,kshap,4,1.0,1.0,1.0
self_top5,real,bank_marketing,mlp,kshap,4,1.0,1.0,1.0
self_top5,random,bank_marketing,mlp,kshap,4,0.22632700632700634,0.0,0.0
self_top5,permuted,bank_marketing,mlp,kshap,4,0.5235897435897435,0.4,0.4
self_top5,constant,bank_marketing,mlp,kshap,4,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,mlp,kshap,4,1.0,1.0,1.0
